site,title,snapshot_tstamp,market_tag,site_url
Wall Street Journal,Covid-19 Cases Jump in Sun Belt Nursing Homes,20200711195424,market close,http://web.archive.org/web/20200711195424/https://www.wsj.com/
Wall Street Journal,"Florida Reports Record 15,299 New Coronavirus Cases",20200712201200,market close,http://web.archive.org/web/20200712201200/https://www.wsj.com/
Wall Street Journal,California Pulls Back on Reopening Amid Surge in Virus Cases,20200713210528,market close,http://web.archive.org/web/20200713210528/https://www.wsj.com/
Wall Street Journal,Banks Get Ready for Wave of Coronavirus Loan Defaults,20200714201344,market close,http://web.archive.org/web/20200714201344/https://www.wsj.com/
Wall Street Journal,Goldman’s Traders Keep Profit Steady While Rivals Falter,20200715200459,market close,http://web.archive.org/web/20200715200459/https://www.wsj.com/
Wall Street Journal,30-Year Mortgage Rate Reaches Lowest Level Ever: 2.98%,20200716200538,market close,http://web.archive.org/web/20200716200538/https://www.wsj.com/
Wall Street Journal,Jobs Recovery Shows Signs of Slowing as Coronavirus Surges,20200717193014,market close,http://web.archive.org/web/20200717193014/https://www.wsj.com/
Wall Street Journal,Disney Slashed Ad Spending on Facebook Amid Growing Boycott,20200718200553,market close,http://web.archive.org/web/20200718200553/https://www.wsj.com/
Wall Street Journal,U.S. Companies Lose Hope for Quick Rebound From Covid,20200719195659,market close,http://web.archive.org/web/20200719195659/https://www.wsj.com/
Wall Street Journal,"Jack Ma’s Ant Group Plans Massive IPO, Bypassing the West",20200720195619,market close,http://web.archive.org/web/20200720195619/https://www.wsj.com/
Wall Street Journal,EU’s $2 Trillion Spending Plan Offers Lifeline to the South,20200721200109,market close,http://web.archive.org/web/20200721200109/https://www.wsj.com/
Wall Street Journal,"Pfizer, BioNTech Get Covid-19 Vaccine Order From U.S.",20200722195443,market close,http://web.archive.org/web/20200722195443/https://www.wsj.com/
Wall Street Journal,Jobless Claims Rise as Virus Resurgence Interrupts Recovery,20200723194904,market close,http://web.archive.org/web/20200723194904/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200724200000,market close,N/A
Wall Street Journal,Wells Fargo Tightens Purse Strings to Ride Out Pandemic,20200725194540,market close,http://web.archive.org/web/20200725194540/https://www.wsj.com/
Wall Street Journal,Republicans to Release Opening Bid on Stimulus After Weekend Talks,20200726202015,market close,http://web.archive.org/web/20200726202015/https://www.wsj.com/
Wall Street Journal,Google Employees to Work From Home Until Summer 2021,20200727200536,market close,http://web.archive.org/web/20200727200536/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200728200000,market close,N/A
Wall Street Journal,Big Tech’s Power Comes Under Fire at Hearing,20200729195043,market close,http://web.archive.org/web/20200729195043/https://www.wsj.com/
Wall Street Journal,Earnings of Big Tech Companies to Show How Businesses Are Faring in Pandemic,20200730195949,market close,http://web.archive.org/web/20200730195949/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200731200000,market close,N/A
Wall Street Journal,"Microsoft Nears Deal With TikTok, as U.S. Weighs Ban on App",20200801195444,market close,http://web.archive.org/web/20200801195444/https://www.wsj.com/
Wall Street Journal,"GOP, Democrats Remain at Odds Over $600 Jobless Benefit",20200802195834,market close,http://web.archive.org/web/20200802195834/https://www.wsj.com/
Wall Street Journal,Trump Says U.S. Should Get Slice of TikTok Sale Price,20200803195606,market close,http://web.archive.org/web/20200803195606/https://www.wsj.com/
Wall Street Journal,"SEC Probing Kodak Loan Disclosure, Stock Surge",20200804200718,market close,http://web.archive.org/web/20200804200718/https://www.wsj.com/
Wall Street Journal,Beirut Probe Focuses on Why Tons of Explosives Were Stored at Port,20200805195658,market close,http://web.archive.org/web/20200805195658/https://www.wsj.com/
Wall Street Journal,Weekly Jobless Claims Decline to Lowest Since March,20200806203127,market close,http://web.archive.org/web/20200806203127/https://www.wsj.com/
Wall Street Journal,U.S. Boosts Pressure on China Web Giants With WeChat Order,20200807200211,market close,http://web.archive.org/web/20200807200211/https://www.wsj.com/
Wall Street Journal,Berkshire Hathaway Profit Jumps as Market Rebound Boosts Results,20200808200048,market close,http://web.archive.org/web/20200808200048/https://www.wsj.com/
Wall Street Journal,"Amazon, Mall Owner Look at Turning Anchor Spaces Into Fulfillment Centers",20200809195415,market close,http://web.archive.org/web/20200809195415/https://www.wsj.com/
Wall Street Journal,"Lebanon Prime Minister, Cabinet Resign After Protests",20200810194658,market close,http://web.archive.org/web/20200810194658/https://www.wsj.com/
Wall Street Journal,Airbnb Plans to File Confidentially for IPO in August,20200811193754,market close,http://web.archive.org/web/20200811193754/https://www.wsj.com/
Wall Street Journal,Biden-Harris Ticket to Make Debut After Historic Vice Presidential Choice,20200812195836,market close,http://web.archive.org/web/20200812195836/https://www.wsj.com/
Wall Street Journal,"Israel, U.A.E. Agree to Establish Formal Diplomatic Ties",20200813200638,market close,http://web.archive.org/web/20200813200638/https://www.wsj.com/
Wall Street Journal,U.S. Probes Former NASA Official’s Contacts With Boeing Executive,20200814195859,market close,http://web.archive.org/web/20200814195859/https://www.wsj.com/
Wall Street Journal,Trump Sets Deadline for TikTok Sale,20200815201030,market close,http://web.archive.org/web/20200815201030/https://www.wsj.com/
Wall Street Journal,"Biden Leads Trump, 50% to 41%, in Poll Before Conventions",20200816200807,market close,http://web.archive.org/web/20200816200807/https://www.wsj.com/
Wall Street Journal,U.S. Further Limits Huawei’s Access to Key Components,20200817200500,market close,http://web.archive.org/web/20200817200500/https://www.wsj.com/
Wall Street Journal,U.S. Postal Service to Suspend Changes Until After Election,20200818194924,market close,http://web.archive.org/web/20200818194924/https://www.wsj.com/
Wall Street Journal,Apple’s Market Value Surges to $2 Trillion,20200819195928,market close,http://web.archive.org/web/20200819195928/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200820200000,market close,N/A
Wall Street Journal,U.S. Existing-Home Sales Surged 24.7% in July on Low Rates,20200821194622,market close,http://web.archive.org/web/20200821194622/https://www.wsj.com/
Wall Street Journal,Covid-19 Pay Cuts Coming to an End at Some Companies,20200822201320,market close,http://web.archive.org/web/20200822201320/https://www.wsj.com/
Wall Street Journal,FDA to Authorize Convalescent Plasma for Covid-19 Use,20200823195534,market close,http://web.archive.org/web/20200823195534/https://www.wsj.com/
Wall Street Journal,TikTok Files Suit Challenging U.S. Ban,20200824194552,market close,http://web.archive.org/web/20200824194552/https://www.wsj.com/
Wall Street Journal,"American Airlines to Cut 19,000 Jobs",20200825200758,market close,http://web.archive.org/web/20200825200758/https://www.wsj.com/
Wall Street Journal,Facebook Says Apple iPhone Update Will Disrupt Advertising,20200826195217,market close,http://web.archive.org/web/20200826195217/https://www.wsj.com/
Wall Street Journal,Fed Shift on Inflation to Usher in Longer Era of Low Rates,20200827195218,market close,http://web.archive.org/web/20200827195218/https://www.wsj.com/
Wall Street Journal,Consumer Spending Growth Slows as Aid Measures Languish,20200828194242,market close,http://web.archive.org/web/20200828194242/https://www.wsj.com/
Wall Street Journal,New Wave of Layoffs Makes Pandemic Job Losses Permanent,20200829201441,market close,http://web.archive.org/web/20200829201441/https://www.wsj.com/
Wall Street Journal,United Ends Domestic Change Fees,20200830200148,market close,http://web.archive.org/web/20200830200148/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Post Biggest Monthly Gain Since April,20200831201425,market close,http://web.archive.org/web/20200831201425/https://www.wsj.com/
Wall Street Journal,Black Ex-Franchise Owners Sue McDonald’s Alleging Discrimination,20200901200909,market close,http://web.archive.org/web/20200901200909/https://www.wsj.com/
Wall Street Journal,S&P 500 Extends Rally After Notching Fresh Record,20200902200510,market close,http://web.archive.org/web/20200902200510/https://www.wsj.com/
Wall Street Journal,U.S. Stock Indexes Fall Sharply as Tech Shares Sell Off,20200903200313,market close,http://web.archive.org/web/20200903200313/https://www.wsj.com/
Wall Street Journal,SoftBank’s Bet on Tech Giants Fueled Summer Stock Rally,20200904194259,market close,http://web.archive.org/web/20200904194259/https://www.wsj.com/
Wall Street Journal,"Vaccine Developers Prepare Joint Pledge on Safety, Standards",20200905200652,market close,http://web.archive.org/web/20200905200652/https://www.wsj.com/
Wall Street Journal,"Companies Recruit 350,000 Poll Workers for Election",20200906195721,market close,http://web.archive.org/web/20200906195721/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200907200000,market close,N/A
Wall Street Journal,Snapshot missing (something happened),20200908200000,market close,N/A
Wall Street Journal,"TikTok Owner, U.S. Examine Options to Sidestep a Full Sale",20200909200656,market close,http://web.archive.org/web/20200909200656/https://www.wsj.com/
Wall Street Journal,Citi’s Fraser to Be First Woman CEO of Big Wall Street Bank,20200910200012,market close,http://web.archive.org/web/20200910200012/https://www.wsj.com/
Wall Street Journal,Stocks Swing in Volatile Day as Tech Shares Roil Market,20200911201436,market close,http://web.archive.org/web/20200911201436/https://www.wsj.com/
Wall Street Journal,SoftBank Nears $40 Billion Deal to Sell Arm Holdings,20200912200315,market close,http://web.archive.org/web/20200912200315/https://www.wsj.com/
Wall Street Journal,The Wildly Popular Trades Behind the Market’s Swoon and Surge,20200913195549,market close,http://web.archive.org/web/20200913195549/https://www.wsj.com/
Wall Street Journal,Oracle-TikTok Deal to Undergo U.S. National Security Review,20200914195204,market close,http://web.archive.org/web/20200914195204/https://www.wsj.com/
Wall Street Journal,DOJ Begins Criminal Investigation Over John Bolton Book,20200915194116,market close,http://web.archive.org/web/20200915194116/https://www.wsj.com/
Wall Street Journal,Fed Signals Interest Rates to Stay Near Zero Through ​2023,20200916200444,market close,http://web.archive.org/web/20200916200444/https://www.wsj.com/
Wall Street Journal,"Oracle, Walmart Aim for Significant Stake in TikTok",20200917195853,market close,http://web.archive.org/web/20200917195853/https://www.wsj.com/
Wall Street Journal,"White House Bans Chinese Apps, Citing Security Concerns",20200918195219,market close,http://web.archive.org/web/20200918195219/https://www.wsj.com/
Wall Street Journal,Trump Urges Quick Action on Ginsburg Vacancy,20200919200423,market close,http://web.archive.org/web/20200919200423/https://www.wsj.com/
Wall Street Journal,Trump Says He Will Nominate a Woman to Supreme Court This Week,20200920195813,market close,http://web.archive.org/web/20200920195813/https://www.wsj.com/
Wall Street Journal,"Stocks Extend Fall as Dow, S&P Skid",20200921200122,market close,http://web.archive.org/web/20200921200122/https://www.wsj.com/
Wall Street Journal,Romney Agrees to Move Ahead With Trump’s Court Pick,20200922201404,market close,http://web.archive.org/web/20200922201404/https://www.wsj.com/
Wall Street Journal,Commemorations Honor Ruth Bader Ginsburg,20200923201827,market close,http://web.archive.org/web/20200923201827/https://www.wsj.com/
Wall Street Journal,High Jobless Claims Suggest Slowing in Labor’s Recovery,20200924195631,market close,http://web.archive.org/web/20200924195631/https://www.wsj.com/
Wall Street Journal,Ruth Bader Ginsburg Lies in State in the U.S. Capitol,20200925195823,market close,http://web.archive.org/web/20200925195823/https://www.wsj.com/
Wall Street Journal,Trump to Announce Amy Coney Barrett as Supreme Court Nominee,20200926194426,market close,http://web.archive.org/web/20200926194426/https://www.wsj.com/
Wall Street Journal,What Amy Coney Barrett Could Mean for the Future of the Supreme Court,20200927194834,market close,http://web.archive.org/web/20200927194834/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200928200000,market close,N/A
Wall Street Journal,JPMorgan Paying $920 Million to Resolve Probes,20200929193609,market close,http://web.archive.org/web/20200929193609/https://www.wsj.com/
Wall Street Journal,Stocks Finish Second Straight Quarter of Big Gains,20200930200723,market close,http://web.archive.org/web/20200930200723/https://www.wsj.com/
Wall Street Journal,Decline in Household Income Poses Hurdle for U.S. Rebound,20201001195908,market close,http://web.archive.org/web/20201001195908/https://www.wsj.com/
Wall Street Journal,"President Trump, First Lady Test Positive for Covid-19",20201002195911,market close,http://web.archive.org/web/20201002195911/https://www.wsj.com/
Wall Street Journal,White House Gives Mixed Signals on Trump’s Health,20201003195142,market close,http://web.archive.org/web/20201003195142/https://www.wsj.com/
Wall Street Journal,"Trump Could Be Out of Hospital Monday, Doctors Say",20201004195853,market close,http://web.archive.org/web/20201004195853/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201005200000,market close,N/A
Wall Street Journal,"Trump Plans to Attend Debate, Plays Down Virus",20201006200259,market close,http://web.archive.org/web/20201006200259/https://www.wsj.com/
Wall Street Journal,Trump Pushes for Some Covid-19 Aid After Halting Talks,20201007200633,market close,http://web.archive.org/web/20201007200633/https://www.wsj.com/
Wall Street Journal,Trump Says He Won’t Participate in Virtual Debate,20201008195948,market close,http://web.archive.org/web/20201008195948/https://www.wsj.com/
Wall Street Journal,White House Draws Up New $1.8 Trillion Virus Relief Proposal,20201009200219,market close,http://web.archive.org/web/20201009200219/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201010200000,market close,N/A
Wall Street Journal,Investors Are Betting Corporate Earnings Have Turned a Corner,20201011201222,market close,http://web.archive.org/web/20201011201222/https://www.wsj.com/
Wall Street Journal,Battle Lines Drawn in Barrett Confirmation Hearings,20201012202754,market close,http://web.archive.org/web/20201012202754/https://www.wsj.com/
Wall Street Journal,Amy Coney Barrett Faces Questions From Lawmakers,20201013194130,market close,http://web.archive.org/web/20201013194130/https://www.wsj.com/
Wall Street Journal,Barrett Faces Final Day of Questioning by Senators,20201014194329,market close,http://web.archive.org/web/20201014194329/https://www.wsj.com/
Wall Street Journal,A Demoralized CDC Grapples With White House Meddling and Its Own Mistakes,20201015200128,market close,http://web.archive.org/web/20201015200128/https://www.wsj.com/
Wall Street Journal,U.S. Budget Gap Tripled to a Record in Last Fiscal Year,20201016195142,market close,http://web.archive.org/web/20201016195142/https://www.wsj.com/
Wall Street Journal,China Warns It May Detain Americans,20201017200330,market close,http://web.archive.org/web/20201017200330/https://www.wsj.com/
Wall Street Journal,Credit Scores Rise Amid Recession,20201018200956,market close,http://web.archive.org/web/20201018200956/https://www.wsj.com/
Wall Street Journal,Stocks Fall Amid Skepticism Over Stimulus Talks,20201019195834,market close,http://web.archive.org/web/20201019195834/https://www.wsj.com/
Wall Street Journal,Google’s Search Deals With Apple at Heart of Lawsuit,20201020194909,market close,http://web.archive.org/web/20201020194909/https://www.wsj.com/
Wall Street Journal,Purdue Pharma Reaches $8.34 Billion Settlement Over Opioid Probes,20201021200646,market close,http://web.archive.org/web/20201021200646/https://www.wsj.com/
Wall Street Journal,"Goldman to Recoup, Cut Executives’ Pay After 1MDB Fines",20201022195811,market close,http://web.archive.org/web/20201022195811/https://www.wsj.com/
Wall Street Journal,Stocks Snap Three-Week Winning Streak,20201023201212,market close,http://web.archive.org/web/20201023201212/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201024200000,market close,N/A
Wall Street Journal,Snapshot missing (something happened),20201025200000,market close,N/A
Wall Street Journal,"Stocks Slide on Virus Rise, Fading Stimulus Hopes",20201026193132,market close,http://web.archive.org/web/20201026193132/https://www.wsj.com/
Wall Street Journal,AMD Agrees to Buy Rival Chip Maker Xilinx for $35 Billion,20201027193654,market close,http://web.archive.org/web/20201027193654/https://www.wsj.com/
Wall Street Journal,Stocks Selloff Deepens on Coronavirus Concerns,20201028200134,market close,http://web.archive.org/web/20201028200134/https://www.wsj.com/
Wall Street Journal,Big Tech Companies Report Results,20201029201105,market close,http://web.archive.org/web/20201029201105/https://www.wsj.com/
Wall Street Journal,Dow on Track to Wrap Up Worst Month Since March,20201030200153,market close,http://web.archive.org/web/20201030200153/https://www.wsj.com/
Wall Street Journal,England Set for Limited Lockdown to Slow Coronavirus,20201031200130,market close,http://web.archive.org/web/20201031200130/https://www.wsj.com/
Wall Street Journal,Trump Trails Biden by 10 Points in National Poll,20201101193957,market close,http://web.archive.org/web/20201101193957/https://www.wsj.com/
Wall Street Journal,"Trump, Biden Hit Trail on Final Day of Campaigning",20201102195444,market close,http://web.archive.org/web/20201102195444/https://www.wsj.com/
Wall Street Journal,Americans Cast Final Votes as Campaign Winds Down,20201103200418,market close,http://web.archive.org/web/20201103200418/https://www.wsj.com/
Wall Street Journal,Battleground Vote Count Heats Up as Trump Contests Polling,20201104195311,market close,http://web.archive.org/web/20201104195311/https://www.wsj.com/
Wall Street Journal,Election Comes Down to a Few States as Vote Counting Continues,20201105195527,market close,http://web.archive.org/web/20201105195527/https://www.wsj.com/
Wall Street Journal,Biden Holds Edge as Vote Count Continues Into Fourth Day,20201106200213,market close,http://web.archive.org/web/20201106200213/https://www.wsj.com/
Wall Street Journal,Joe Biden Is Elected the 46th U.S. President,20201107200011,market close,http://web.archive.org/web/20201107200011/https://www.wsj.com/
Wall Street Journal,Biden Charts Course for New Administration,20201108195748,market close,http://web.archive.org/web/20201108195748/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201109200000,market close,N/A
Wall Street Journal,"Biden, Trump Teams in Standoff Over Transition",20201110195304,market close,http://web.archive.org/web/20201110195304/https://www.wsj.com/
Wall Street Journal,Georgia to Recount All Presidential Votes by Hand,20201111195935,market close,http://web.archive.org/web/20201111195935/https://www.wsj.com/
Wall Street Journal,States Set New Measures as Covid-19 Cases Surge,20201112201146,market close,http://web.archive.org/web/20201112201146/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201113200000,market close,N/A
Wall Street Journal,"Parler, Backed by Mercer Family, Makes Play for Conservatives",20201114195138,market close,http://web.archive.org/web/20201114195138/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201115200000,market close,N/A
Wall Street Journal,"Moderna’s Covid-19 Vaccine Is 94.5% Effective in Early Results, Firm Says",20201116195513,market close,http://web.archive.org/web/20201116195513/https://www.wsj.com/
Wall Street Journal,Retail Sales Climb for a Sixth Month but at a Slower Pace,20201117195315,market close,http://web.archive.org/web/20201117195315/https://www.wsj.com/
Wall Street Journal,"Pfizer Says Vaccine 95% Effective, Will Seek Authorization",20201118195544,market close,http://web.archive.org/web/20201118195544/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201119200000,market close,N/A
Wall Street Journal,"Pfizer, BioNTech Ask FDA to Authorize Their Covid-19 Vaccine",20201120195816,market close,http://web.archive.org/web/20201120195816/https://www.wsj.com/
Wall Street Journal,Student Loan Losses Seen Exceeding $400 Billion,20201121195915,market close,http://web.archive.org/web/20201121195915/https://www.wsj.com/
Wall Street Journal,Trump Continues to Challenge Election As Options Dwindle,20201122195400,market close,http://web.archive.org/web/20201122195400/https://www.wsj.com/
Wall Street Journal,AstraZeneca-Oxford Vaccine Up to 90% Effective in Trials,20201123194155,market close,http://web.archive.org/web/20201123194155/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201124200000,market close,N/A
Wall Street Journal,Salesforce Is in Talks to Acquire Slack Technologies,20201125195501,market close,http://web.archive.org/web/20201125195501/https://www.wsj.com/
Wall Street Journal,Supreme Court Bars New York’s Covid-19 Restrictions on Religious Services,20201126200128,market close,http://web.archive.org/web/20201126200128/https://www.wsj.com/
Wall Street Journal,"S&P 500, Nasdaq End Week at Records",20201127194327,market close,http://web.archive.org/web/20201127194327/https://www.wsj.com/
Wall Street Journal,Former Zappos CEO Dies at 46 After Fire,20201128201454,market close,http://web.archive.org/web/20201128201454/https://www.wsj.com/
Wall Street Journal,Tesla’s S&P Debut Is Set to Put $100 Billion in Motion,20201129202324,market close,http://web.archive.org/web/20201129202324/https://www.wsj.com/
Wall Street Journal,Moderna to Ask FDA to Authorize Vaccine,20201130195201,market close,http://web.archive.org/web/20201130195201/https://www.wsj.com/
Wall Street Journal,"Pfizer, Moderna Ask Europe for Approval of Covid-19 Vaccines",20201201194624,market close,http://web.archive.org/web/20201201194624/https://www.wsj.com/
Wall Street Journal,U.K. Becomes First Country to Approve Pfizer Covid Vaccine,20201202195825,market close,http://web.archive.org/web/20201202195825/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201203200000,market close,N/A
Wall Street Journal,Job Growth Slows as Coronavirus-Related Restrictions Rise,20201204195940,market close,http://web.archive.org/web/20201204195940/https://www.wsj.com
Wall Street Journal,Report Warns U.S. Covid-19 Deaths Could Double,20201205200039,market close,http://web.archive.org/web/20201205200039/https://www.wsj.com
Wall Street Journal,Snapshot missing (something happened),20201206200000,market close,N/A
Wall Street Journal,Hospitals Race to Assess Who Gets Virus Vaccine First,20201207195223,market close,http://web.archive.org/web/20201207195223/https://www.wsj.com/
Wall Street Journal,U.K. Begins Rollout of Pfizer’s Vaccine,20201208194517,market close,http://web.archive.org/web/20201208194517/https://www.wsj.com/
Wall Street Journal,"Facebook Hit With Antitrust Lawsuit by FTC, State Attorneys General",20201209195759,market close,http://web.archive.org/web/20201209195759/https://www.wsj.com/
Wall Street Journal,FDA Advisory Panel Expected to Approve Pfizer Virus Vaccine,20201210200218,market close,http://web.archive.org/web/20201210200218/https://www.wsj.com/
Wall Street Journal,FDA Advances Toward Authorizing Covid-19 Vaccine,20201211200001,market close,http://web.archive.org/web/20201211200001/https://www.wsj.com
Wall Street Journal,Pfizer Prepares Vaccines for Shipment Around U.S.,20201212195923,market close,http://web.archive.org/web/20201212195923/https://www.wsj.com/
Wall Street Journal,Pfizer Begins Shipping Covid-19 Vaccine,20201213195953,market close,http://web.archive.org/web/20201213195953/https://www.wsj.com/
Wall Street Journal,First Covid Vaccines Given to U.S. Public,20201214195954,market close,http://web.archive.org/web/20201214195954/https://www.wsj.com/
Wall Street Journal,FDA Finds Moderna Covid-19 Vaccine Highly Effective,20201215195928,market close,http://web.archive.org/web/20201215195928/https://www.wsj.com/
Wall Street Journal,States Sue Google Over Its Digital Ad Practices,20201216200714,market close,http://web.archive.org/web/20201216200714/https://www.wsj.com/
Wall Street Journal,Google Faces New Antitrust Suit Over Search Dominance,20201217200155,market close,http://web.archive.org/web/20201217200155/https://www.wsj.com/
Wall Street Journal,Pence Gets Vaccine Amid Immunization Campaign,20201218195559,market close,http://web.archive.org/web/20201218195559/https://www.wsj.com/
Wall Street Journal,Senate Leaders Urge Compromise on Virus Relief Deal,20201219195208,market close,http://web.archive.org/web/20201219195208/https://www.wsj.com/
Wall Street Journal,Congress Pushes to Approve Relief Bill,20201220200208,market close,http://web.archive.org/web/20201220200208/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20201221200000,market close,N/A
Wall Street Journal,"U.S. Sues Walmart, Alleging Role in Fueling Opioid Crisis",20201222195927,market close,http://web.archive.org/web/20201222195927/https://www.wsj.com/
Wall Street Journal,Covid-19 Relief in Limbo After Trump’s Surprise Demand,20201223195808,market close,http://web.archive.org/web/20201223195808/https://www.wsj.com/
Wall Street Journal,"U.K., EU Reach Historic Trade Deal, Capping Brexit Saga",20201224200011,market close,http://web.archive.org/web/20201224200011/https://www.wsj.com/
Wall Street Journal,U.S. to Require U.K. Passengers to Show Negative Covid Tests,20201225195924,market close,http://web.archive.org/web/20201225195924/https://www.wsj.com/
Wall Street Journal,Millions Set to Lose Jobless Benefits,20201226195550,market close,http://web.archive.org/web/20201226195550/https://www.wsj.com/
Wall Street Journal,Congress Braces for Showdown With Trump Over Aid Bill,20201227201504,market close,http://web.archive.org/web/20201227201504/https://www.wsj.com/
Wall Street Journal,"House Set to Vote on $2,000 Checks and Vetoed Defense Bill",20201228195645,market close,http://web.archive.org/web/20201228195645/https://www.wsj.com/
Wall Street Journal,Boeing’s 737 MAX Returns to U.S. Commercial Service,20201229195747,market close,http://web.archive.org/web/20201229195747/https://www.wsj.com/
Wall Street Journal,U.K. Authorizes AstraZeneca-Oxford Covid-19 Vaccine,20201230200047,market close,http://web.archive.org/web/20201230200047/https://www.wsj.com/
Wall Street Journal,"Stocks’ Stellar Year Defied Virus, Economic Slump",20201231200439,market close,http://web.archive.org/web/20201231200439/https://www.wsj.com/
Wall Street Journal,U.S. Vaccine Rollout Falls Behind Goals,20210101200216,market close,http://web.archive.org/web/20210101200216/https://www.wsj.com/
Wall Street Journal,Elon Musk Steers Tesla to Record Deliveries,20210102195122,market close,http://web.archive.org/web/20210102195122/https://www.wsj.com/
Wall Street Journal,Investors Bet the ‘Everything Rally’ Will Continue,20210103193707,market close,http://web.archive.org/web/20210103193707/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Slide in Broad Selling to Start New Year,20210104200958,market close,http://web.archive.org/web/20210104200958/https://www.wsj.com
Wall Street Journal,Georgia Votes in Runoff to Determine Senate Control,20210105194542,market close,http://web.archive.org/web/20210105194542/https://www.wsj.com/
Wall Street Journal,Protesters Force Way Into Capitol; Proceedings Halted,20210106202707,market close,http://web.archive.org/web/20210106202707/https://www.wsj.com
Wall Street Journal,"After Capitol Riot, Resignations and Calls for Trump’s Removal",20210107194027,market close,http://web.archive.org/web/20210107194027/https://www.wsj.com/
Wall Street Journal,Democrats Intensify Calls to Remove Trump After Capitol Riot,20210108192550,market close,http://web.archive.org/web/20210108192550/https://www.wsj.com/
Wall Street Journal,House Democrats Prepare to Impeach President Again,20210109202257,market close,http://web.archive.org/web/20210109202257/https://www.wsj.com/
Wall Street Journal,House Prepares for Trump Impeachment Vote This Week,20210110195820,market close,http://web.archive.org/web/20210110195820/https://www.wsj.com/
Wall Street Journal,House Democrats Begin Efforts Seeking to Remove Trump,20210111200054,market close,http://web.archive.org/web/20210111200054/https://www.wsj.com/
Wall Street Journal,"Republicans Weigh Trump Censure, Impeachment",20210112200816,market close,http://web.archive.org/web/20210112200816/https://www.wsj.com/
Wall Street Journal,House Moves Closer to Impeaching Trump for Second Time,20210113200238,market close,http://web.archive.org/web/20210113200238/https://www.wsj.com/
Wall Street Journal,"Senate to Juggle Trump Impeachment Trial, Biden Agenda",20210114194758,market close,http://web.archive.org/web/20210114194758/https://www.wsj.com/
Wall Street Journal,CDC Says U.K. Virus Strain May Become Dominant in U.S.,20210115195221,market close,http://web.archive.org/web/20210115195221/https://www.wsj.com/
Wall Street Journal,"Fiat Chrysler, PSA Group Merge",20210116194426,market close,http://web.archive.org/web/20210116194426/https://www.wsj.com/
Wall Street Journal,"After Stock Surge, Investors Ask What’s Next for Companies",20210117202324,market close,http://web.archive.org/web/20210117202324/https://www.wsj.com/
Wall Street Journal,China Still Grew as Covid-19 Shook the Global Economy,20210118200714,market close,http://web.archive.org/web/20210118200714/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20210119200000,market close,N/A
Wall Street Journal,Biden Takes Office as 46th President With a Call for Unity,20210120200338,market close,http://web.archive.org/web/20210120200338/https://www.wsj.com/
Wall Street Journal,Biden’s Agenda Faces Early Hurdles With a Divided Senate,20210121201312,market close,http://web.archive.org/web/20210121201312/https://www.wsj.com/
Wall Street Journal,Impeachment Article Against Trump to Be Delivered on Monday,20210122200157,market close,http://web.archive.org/web/20210122200157/https://www.wsj.com/
Wall Street Journal,Wall Street’s Euphoria for Blank-Check Firms Grows,20210123200648,market close,http://web.archive.org/web/20210123200648/https://www.wsj.com/
Wall Street Journal,China Overtakes U.S. as No. 1 Spot for New Foreign Investment,20210124200953,market close,http://web.archive.org/web/20210124200953/https://www.wsj.com/
Wall Street Journal,DOJ Watchdog Probes Whether Officials Tried to Overturn Election,20210125195941,market close,http://web.archive.org/web/20210125195941/https://www.wsj.com/
Wall Street Journal,"Biden to Halt New Oil, Gas Leasing on Federal Land",20210126200006,market close,http://web.archive.org/web/20210126200006/https://www.wsj.com/
Wall Street Journal,"Small Investors Lift AMC, GameStop to New Heights",20210127195807,market close,http://web.archive.org/web/20210127195807/https://www.wsj.com/
Wall Street Journal,GameStop Shares Fall as Some Brokers Curb Trades,20210128200011,market close,http://web.archive.org/web/20210128200011/https://www.wsj.com/
Wall Street Journal,"GameStop, AMC Shares Soar as Robinhood Loosens Curbs",20210129195421,market close,http://web.archive.org/web/20210129195421/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20210130200000,market close,N/A
Wall Street Journal,"Melvin Capital Lost 53% in January, Hurt by GameStop, Others",20210131195906,market close,http://web.archive.org/web/20210131195906/https://www.wsj.com/
